3.660482427949e-02 1.760912590557e-01 1.045199911248e+00 7.708520116421e-01
7.405892656032e-02 2.855573090078e-01 1.145224228670e+00 8.715729355459e-01
1.085378280610e-01 3.314272965207e-01 1.227431098957e+00 9.491459524199e-01
1.404796174207e-01 3.645509953540e-01 1.280665539181e+00 9.997827984541e-01
1.702322227133e-01 4.014005407815e-01 1.335575134345e+00 1.052309099647e+00
1.980765716635e-01 4.638929889859e-01 1.422424280716e+00 1.135927335005e+00
2.242427618429e-01 4.828735836088e-01 1.438719432049e+00 1.152441238059e+00
2.489216289782e-01 5.158738437117e-01 1.443702067987e+00 1.160768561861e+00
2.722732006745e-01 5.352941200428e-01 1.450472743190e+00 1.169233451301e+00
2.944329906107e-01 5.477747053878e-01 1.459622617931e+00 1.178833117359e+00
3.155167631386e-01 5.899496013257e-01 1.497942971356e+00 1.217615528666e+00
