3.155167631386e-01 5.899496013257e-01 1.497942971356e+00 1.217615528666e+00
3.356241937511e-01 6.748611407378e-01 1.561168849158e+00 1.283527364862e+00
3.548417189053e-01 7.419390777292e-01 1.628206743627e+00 1.350635608259e+00
3.732447815260e-01 7.712199019495e-01 1.651811248299e+00 1.375114684692e+00
3.908996197295e-01 8.270460170047e-01 1.707582182897e+00 1.431122422401e+00
4.078647059271e-01 9.006401839826e-01 1.792338239969e+00 1.514481341699e+00
4.241919152337e-01 9.508514588885e-01 1.841552575920e+00 1.563836918665e+00
4.399274820746e-01 9.945371042985e-01 1.877015931465e+00 1.600428325732e+00
4.551127894555e-01 1.034828915656e+00 1.911242114757e+00 1.635584266311e+00
4.697850248380e-01 1.075181854619e+00 1.945589082671e+00 1.670802284261e+00
4.839777287928e-01 1.107718610520e+00 1.971327302162e+00 1.697578033651e+00
4.977212568007e-01 1.140979163477e+00 1.998600796823e+00 1.725789163577e+00
5.110431701928e-01 1.173040507551e+00 2.029897321428e+00 1.757206173279e+00
5.239685688935e-01 1.203440866830e+00 2.061188448079e+00 1.788451207023e+00
5.365203760603e-01 1.231597005565e+00 2.088894572733e+00 1.816307599432e+00
5.487195827324e-01 1.259235402199e+00 2.116850887463e+00 1.844228581302e+00
5.605854590454e-01 1.286344176409e+00 2.144800417668e+00 1.872127124489e+00
5.721357373509e-01 1.314920055992e+00 2.174634917859e+00 1.901785145304e+00
5.833867716091e-01 1.343014497151e+00 2.206444662569e+00 1.933056829475e+00
5.943536766501e-01 1.371437317404e+00 2.235973459050e+00 1.962393015203e+00
6.050504502805e-01 1.398113691731e+00 2.262328864914e+00 1.988781843454e+00
6.154900807098e-01 1.423163923850e+00 2.284939440207e+00 2.011697288114e+00
6.256846413658e-01 1.449324093099e+00 2.310946552168e+00 2.037705313136e+00
6.356453748339e-01 1.474653253362e+00 2.335666071424e+00 2.062525578685e+00
6.453827673838e-01 1.504062882679e+00 2.363257085897e+00 2.090363879472e+00
6.549066153235e-01 1.531351164583e+00 2.390058351359e+00 2.117221564433e+00
6.642260842321e-01 1.558168365870e+00 2.417768498054e+00 2.144869863049e+00
6.733497619694e-01 1.584613876172e+00 2.445428994712e+00 2.172310968522e+00
6.822857062310e-01 1.613366056466e+00 2.474017871524e+00 2.200932535899e+00
6.910414873090e-01 1.640680153278e+00 2.501170547907e+00 2.228092239157e+00
6.996242266268e-01 1.664688974580e+00 2.527095751149e+00 2.253761914078e+00
7.080406315382e-01 1.687127476893e+00 2.550101789767e+00 2.276668561845e+00
7.162970268198e-01 1.711680717078e+00 2.574152210585e+00 2.300780204515e+00
7.243993832240e-01 1.734559821579e+00 2.597626954658e+00 2.324189823374e+00
7.323533434177e-01 1.757016234731e+00 2.619037239334e+00 2.345746103386e+00
7.401642455877e-01 1.777499319590e+00 2.641150599298e+00 2.367635419791e+00
7.478371449604e-01 1.798443460350e+00 2.661958575461e+00 2.388447574963e+00
7.553768334537e-01 1.820562673774e+00 2.684419710531e+00 2.410836259684e+00
7.627878576520e-01 1.841296887490e+00 2.704045307846e+00 2.430599054712e+00
7.700745352724e-01 1.862608363965e+00 2.724560030549e+00 2.451202892057e+00
7.772409702728e-01 1.883377489748e+00 2.745682382545e+00 2.472280951037e+00
7.842910667333e-01 1.903686731737e+00 2.765172080331e+00 2.491893728793e+00
