#                r          N_{at}(r)               M(r)          N_{el}(r)          Volume(r)     Density{at}(r)
1.069095477387e+01 4.547950000000e+02 3.243145165000e+03 1.733605000000e+03 5.118445534897e+03 8.885412512437e-02
1.078894472362e+01 4.670300000000e+02 3.332325465000e+03 1.781110000000e+03 5.260481690944e+03 8.878084316955e-02
1.088693467337e+01 4.798600000000e+02 3.424756415000e+03 1.830430000000e+03 5.405121492763e+03 8.877876300145e-02
1.098492462312e+01 4.920500000000e+02 3.515253790000e+03 1.878520000000e+03 5.552388587810e+03 8.861951792789e-02
1.108291457286e+01 5.054350000000e+02 3.612157635000e+03 1.930240000000e+03 5.702306623544e+03 8.863693823709e-02
1.118090452261e+01 5.190550000000e+02 3.714483795000e+03 1.984575000000e+03 5.854899247423e+03 8.865310538494e-02
1.127889447236e+01 5.322300000000e+02 3.810209555000e+03 2.035620000000e+03 6.010190106906e+03 8.855460318775e-02
1.137688442211e+01 5.460400000000e+02 3.908912985000e+03 2.088325000000e+03 6.168202849450e+03 8.852497450675e-02
1.147487437186e+01 5.595750000000e+02 4.003642295000e+03 2.139065000000e+03 6.328961122513e+03 8.841498457141e-02
1.157286432161e+01 5.733100000000e+02 4.102884990000e+03 2.191990000000e+03 6.492488573553e+03 8.830358244069e-02
1.167085427136e+01 5.875800000000e+02 4.206318345000e+03 2.247165000000e+03 6.658808850029e+03 8.824100724823e-02
1.176884422111e+01 6.023100000000e+02 4.312101135000e+03 2.303640000000e+03 6.827945599399e+03 8.821247785761e-02
1.186683417085e+01 6.170050000000e+02 4.415775130000e+03 2.359130000000e+03 6.999922469121e+03 8.814454770347e-02
1.196482412060e+01 6.319900000000e+02 4.524574980000e+03 2.417165000000e+03 7.174763106652e+03 8.808513822764e-02
1.206281407035e+01 6.474800000000e+02 4.633344020000e+03 2.475410000000e+03 7.352491159452e+03 8.806266963921e-02
1.216080402010e+01 6.629250000000e+02 4.746582935000e+03 2.535675000000e+03 7.533130274977e+03 8.800126584855e-02
1.225879396985e+01 6.781950000000e+02 4.858600445000e+03 2.595330000000e+03 7.716704100686e+03 8.788661469340e-02
1.235678391960e+01 6.937500000000e+02 4.967860280000e+03 2.653830000000e+03 7.903236284038e+03 8.778049587118e-02
1.245477386935e+01 7.093000000000e+02 5.080185845000e+03 2.713815000000e+03 8.092750472490e+03 8.764634501102e-02
1.255276381910e+01 7.254050000000e+02 5.195961995000e+03 2.775675000000e+03 8.285270313501e+03 8.755357068048e-02
1.265075376884e+01 7.414750000000e+02 5.313823555000e+03 2.838470000000e+03 8.480819454528e+03 8.742964096519e-02
1.274874371859e+01 7.584050000000e+02 5.435075405000e+03 2.903225000000e+03 8.679421543029e+03 8.737967112671e-02
1.284673366834e+01 7.749500000000e+02 5.551262630000e+03 2.965450000000e+03 8.881100226464e+03 8.725833289110e-02
1.294472361809e+01 7.921700000000e+02 5.672287830000e+03 3.030290000000e+03 9.085879152289e+03 8.718693994521e-02
1.304271356784e+01 8.096350000000e+02 5.796680890000e+03 3.096795000000e+03 9.293781967963e+03 8.711577297498e-02
1.314070351759e+01 8.266850000000e+02 5.917368175000e+03 3.161315000000e+03 9.504832320944e+03 8.697523239609e-02
1.323869346734e+01 8.435950000000e+02 6.039167880000e+03 3.226300000000e+03 9.719053858690e+03 8.679805794529e-02
1.333668341709e+01 8.615150000000e+02 6.165839010000e+03 3.294085000000e+03 9.936470228659e+03 8.670231784273e-02
1.343467336683e+01 8.800200000000e+02 6.297876850000e+03 3.364605000000e+03 1.015710507831e+04 8.664082858405e-02
1.353266331658e+01 8.984600000000e+02 6.432151960000e+03 3.436185000000e+03 1.038098205510e+04 8.654865168162e-02
1.363065326633e+01 9.169550000000e+02 6.564714105000e+03 3.506970000000e+03 1.060812480649e+04 8.643893399890e-02
1.372864321608e+01 9.361600000000e+02 6.701971775000e+03 3.580315000000e+03 1.083855697993e+04 8.637312160037e-02
1.382663316583e+01 9.552450000000e+02 6.839705250000e+03 3.653880000000e+03 1.107230222289e+04 8.627338567633e-02
1.392462311558e+01 9.743750000000e+02 6.981478525000e+03 3.729280000000e+03 1.130938418282e+04 8.615632683878e-02
1.402261306533e+01 9.940850000000e+02 7.121884075000e+03 3.804385000000e+03 1.154982650717e+04 8.606925821635e-02
1.412060301508e+01 1.013980000000e+03 7.261190000000e+03 3.879045000000e+03 1.179365284342e+04 8.597675490896e-02
1.421859296482e+01 1.033985000000e+03 7.407324380000e+03 3.956895000000e+03 1.204088683901e+04 8.587282762678e-02
1.431658291457e+01 1.053660000000e+03 7.549048195000e+03 4.032545000000e+03 1.229155214141e+04 8.572229022651e-02
1.441457286432e+01 1.074965000000e+03 7.703284690000e+03 4.114780000000e+03 1.254567239807e+04 8.568412803172e-02
1.451256281407e+01 1.096425000000e+03 7.857739095000e+03 4.197225000000e+03 1.280327125645e+04 8.563631731602e-02
1.461055276382e+01 1.117320000000e+03 8.007968685000e+03 4.277430000000e+03 1.306437236400e+04 8.552420038781e-02
1.470854271357e+01 1.138640000000e+03 8.163656295000e+03 4.360380000000e+03 1.332899936820e+04 8.542576742233e-02
1.480653266332e+01 1.160715000000e+03 8.325720385000e+03 4.446655000000e+03 1.359717591649e+04 8.536441737087e-02
1.490452261307e+01 1.182480000000e+03 8.481448375000e+03 4.529830000000e+03 1.386892565633e+04 8.526111029088e-02
1.500251256281e+01 1.204660000000e+03 8.636098410000e+03 4.612780000000e+03 1.414427223518e+04 8.516945799473e-02
1.510050251256e+01 1.226655000000e+03 8.796031545000e+03 4.698035000000e+03 1.442323930050e+04 8.504712252521e-02
1.519849246231e+01 1.248720000000e+03 8.952242005000e+03 4.781600000000e+03 1.470585049975e+04 8.491314392333e-02
1.529648241206e+01 1.271450000000e+03 9.117474520000e+03 4.869675000000e+03 1.499212948038e+04 8.480783211377e-02
1.539447236181e+01 1.294545000000e+03 9.284196885000e+03 4.958630000000e+03 1.528209988986e+04 8.470988995821e-02
1.549246231156e+01 1.317385000000e+03 9.448880580000e+03 5.046470000000e+03 1.557578537563e+04 8.457904164890e-02
1.559045226131e+01 1.340400000000e+03 9.617757150000e+03 5.136370000000e+03 1.587320958517e+04 8.444416945470e-02
1.568844221106e+01 1.363925000000e+03 9.788956805000e+03 5.227640000000e+03 1.617439616592e+04 8.432617737369e-02
1.578643216080e+01 1.387460000000e+03 9.956973130000e+03 5.317410000000e+03 1.647936876535e+04 8.419375886029e-02
1.588442211055e+01 1.411445000000e+03 1.013066178000e+04 5.410005000000e+03 1.678815103092e+04 8.407388028620e-02
1.598241206030e+01 1.435820000000e+03 1.030881201000e+04 5.504875000000e+03 1.710076661007e+04 8.396231775681e-02
1.608040201005e+01 1.459795000000e+03 1.047889314000e+04 5.595830000000e+03 1.741723915028e+04 8.381322593120e-02
1.617839195980e+01 1.484315000000e+03 1.065477777000e+04 5.689745000000e+03 1.773759229899e+04 8.368187603931e-02
1.627638190955e+01 1.509005000000e+03 1.083042420000e+04 5.783685000000e+03 1.806184970367e+04 8.354653730140e-02
1.637437185930e+01 1.534160000000e+03 1.101043210500e+04 5.879850000000e+03 1.839003501177e+04 8.342344095690e-02
1.647236180905e+01 1.558945000000e+03 1.119052411000e+04 5.975860000000e+03 1.872217187076e+04 8.326731592689e-02
1.657035175879e+01 1.583635000000e+03 1.136363322500e+04 6.068625000000e+03 1.905828392808e+04 8.309431247723e-02
1.666834170854e+01 1.609030000000e+03 1.155176915500e+04 6.168635000000e+03 1.939839483121e+04 8.294655377420e-02
1.676633165829e+01 1.635075000000e+03 1.174056928500e+04 6.269360000000e+03 1.974252822759e+04 8.281993983501e-02
1.686432160804e+01 1.660020000000e+03 1.191836809000e+04 6.364375000000e+03 2.009070776468e+04 8.262625784234e-02
1.696231155779e+01 1.685330000000e+03 1.210018967000e+04 6.461495000000e+03 2.044295708995e+04 8.244061720544e-02
1.706030150754e+01 1.711205000000e+03 1.228747527000e+04 6.561390000000e+03 2.079929985085e+04 8.227224052111e-02
1.715829145729e+01 1.737420000000e+03 1.248021288500e+04 6.664015000000e+03 2.115975969484e+04 8.210962813646e-02
1.725628140704e+01 1.763315000000e+03 1.266566329500e+04 6.763070000000e+03 2.152436026937e+04 8.192183079694e-02
1.735427135678e+01 1.789935000000e+03 1.285107656000e+04 6.862495000000e+03 2.189312522191e+04 8.175785694627e-02
1.745226130653e+01 1.816035000000e+03 1.303390346000e+04 6.960425000000e+03 2.226607819992e+04 8.156061357976e-02
1.755025125628e+01 1.843170000000e+03 1.323101037500e+04 7.065510000000e+03 2.264324285084e+04 8.140044304350e-02
1.764824120603e+01 1.870575000000e+03 1.342622011500e+04 7.169860000000e+03 2.302464282214e+04 8.124230262547e-02
1.774623115578e+01 1.897125000000e+03 1.362141539000e+04 7.273745000000e+03 2.341030176129e+04 8.103804125829e-02
1.784422110553e+01 1.924935000000e+03 1.382505524000e+04 7.382230000000e+03 2.380024331572e+04 8.087879499654e-02
1.794221105528e+01 1.952285000000e+03 1.402484240000e+04 7.488715000000e+03 2.419449113291e+04 8.069130238264e-02
1.804020100503e+01 1.979345000000e+03 1.421877985500e+04 7.592275000000e+03 2.459306886031e+04 8.048385548150e-02
1.813819095477e+01 2.006825000000e+03 1.441652767500e+04 7.697790000000e+03 2.499600014539e+04 8.028584526834e-02
1.823618090452e+01 2.034330000000e+03 1.461726926500e+04 7.804760000000e+03 2.540330863559e+04 8.008130079364e-02
1.833417085427e+01 2.062425000000e+03 1.481674450000e+04 7.911435000000e+03 2.581501797837e+04 7.989244871834e-02
1.843216080402e+01 2.089495000000e+03 1.500980833000e+04 8.014615000000e+03 2.623115182120e+04 7.965700531347e-02
1.853015075377e+01 2.117795000000e+03 1.521330699500e+04 8.123250000000e+03 2.665173381153e+04 7.946180968847e-02
1.862814070352e+01 2.145715000000e+03 1.541927950500e+04 8.232830000000e+03 2.707678759683e+04 7.924555275721e-02
1.872613065327e+01 2.174340000000e+03 1.562248078500e+04 8.341495000000e+03 2.750633682454e+04 7.904869390170e-02
1.882412060302e+01 2.202510000000e+03 1.582265005000e+04 8.448510000000e+03 2.794040514213e+04 7.882884978927e-02
1.892211055276e+01 2.231125000000e+03 1.602745934000e+04 8.557930000000e+03 2.837901619705e+04 7.861882823944e-02
1.902010050251e+01 2.259350000000e+03 1.622518352500e+04 8.663885000000e+03 2.882219363676e+04 7.838924505449e-02
1.911809045226e+01 2.288765000000e+03 1.644063793500e+04 8.778645000000e+03 2.926996110873e+04 7.819501336192e-02
1.921608040201e+01 2.317660000000e+03 1.664953331500e+04 8.890060000000e+03 2.972234226040e+04 7.797703087107e-02
1.931407035176e+01 2.346500000000e+03 1.685296148500e+04 8.998950000000e+03 3.017936073924e+04 7.775181258060e-02
1.941206030151e+01 2.376130000000e+03 1.707005545500e+04 9.114550000000e+03 3.064104019271e+04 7.754730208426e-02
1.951005025126e+01 2.406010000000e+03 1.728618790000e+04 9.229795000000e+03 3.110740426826e+04 7.734525128652e-02
1.960804020101e+01 2.435955000000e+03 1.750253359000e+04 9.345175000000e+03 3.157847661335e+04 7.713972494069e-02
1.970603015075e+01 2.465470000000e+03 1.772167335000e+04 9.461680000000e+03 3.205428087544e+04 7.691546753397e-02
1.980402010050e+01 2.494915000000e+03 1.793572108000e+04 9.575715000000e+03 3.253484070199e+04 7.668440804283e-02
1.990201005025e+01 2.525765000000e+03 1.815586237500e+04 9.693320000000e+03 3.302017974045e+04 7.649155818815e-02
2.000000000000e+01 2.556835000000e+03 1.838339025500e+04 9.814505000000e+03 3.351032163829e+04 7.629992417257e-02
