 -inf -inf -inf -inf -inf -inf -inf 
-3.010299956640e-01  0.000000000000e+00  8.553943613614e-01  5.837653682850e-01 -2.810013776895e-01  2.810013776896e-01 
-2.233061150172e-01  0.000000000000e+00  8.553943613614e-01  5.837653682850e-01 -4.782973574911e-02  4.782973574900e-02 
-1.574033030092e-01  0.000000000000e+00  8.553943613614e-01  5.837653682850e-01  1.498787002748e-01 -1.498787002747e-01 
-1.001959894553e-01  0.000000000000e+00  8.553943613614e-01  5.837653682850e-01  3.215006409367e-01 -3.215006409366e-01 
-4.965471901858e-02  0.000000000000e+00  8.553943613614e-01  5.837653682850e-01  4.731244522466e-01 -4.731244522467e-01 
-4.386850248122e-03  2.325245963371e-02  8.764026074448e-01  6.053050461411e-01  6.089280585581e-01 -5.856755989243e-01 
 3.660482427949e-02  1.986570869544e-01  1.052806251573e+00  7.806772744334e-01  7.319030821415e-01 -5.332459951870e-01 
 7.405892656032e-02  2.999429000228e-01  1.146805936350e+00  8.750612633917e-01  8.442653889836e-01 -5.443224889608e-01 
 1.085378280610e-01  3.314272965207e-01  1.206898162513e+00  9.314578706890e-01  9.477020934855e-01 -6.162747969648e-01 
 1.404796174207e-01  3.682868849021e-01  1.267512222618e+00  9.887818434536e-01  1.043527461564e+00 -6.752405766621e-01 
 1.702322227133e-01  4.039779636694e-01  1.323178851933e+00  1.041787318972e+00  1.132785277443e+00 -7.288073137734e-01 
 1.980765716635e-01  4.623979978990e-01  1.405695039074e+00  1.120902817615e+00  1.216318324293e+00 -7.539203263940e-01 
 2.242427618429e-01  4.763968267253e-01  1.411977430715e+00  1.128076012669e+00  1.294816894831e+00 -8.184200681057e-01 
 2.489216289782e-01  5.112147011364e-01  1.416195335407e+00  1.136086097384e+00  1.368853496237e+00 -8.576387951004e-01 
 2.722732006745e-01  5.397032389478e-01  1.430405409907e+00  1.152441238059e+00  1.438908211326e+00 -8.992049723784e-01 
 2.944329906107e-01  5.502283530551e-01  1.435624058497e+00  1.158362492095e+00  1.505387581135e+00 -9.551592280796e-01 
 3.155167631386e-01  5.848963441374e-01  1.464618445506e+00  1.188084373715e+00  1.568638898718e+00 -9.837425545809e-01 
 3.356241937511e-01  6.637009253896e-01  1.541274444491e+00  1.264817823010e+00  1.628961190555e+00 -9.652602651658e-01 
 3.548417189053e-01  7.279477095448e-01  1.606398564551e+00  1.329906123400e+00  1.686613766019e+00 -9.586660564737e-01 
 3.732447815260e-01  7.607993116307e-01  1.637183463952e+00  1.361160995195e+00  1.741822953880e+00 -9.810236422496e-01 
 3.908996197295e-01  8.260748027008e-01  1.704991598030e+00  1.428944290036e+00  1.794787468491e+00 -9.687126657900e-01 
 4.078647059271e-01  8.920946026905e-01  1.775453010476e+00  1.498861688993e+00  1.845682727084e+00 -9.535881243931e-01 
 4.241919152337e-01  9.392695863387e-01  1.817139955905e+00  1.541267138664e+00  1.894664355004e+00 -9.553947686648e-01 
 4.399274820746e-01  9.800033715837e-01  1.847372214366e+00  1.572929659079e+00  1.941871055526e+00 -9.618676839426e-01 
 4.551127894555e-01  1.023663918198e+00  1.890815561235e+00  1.616580530086e+00  1.987426977669e+00 -9.637630594710e-01 
 4.697850248380e-01  1.060508975605e+00  1.929383669790e+00  1.655138434811e+00  2.031443683816e+00 -9.709347082108e-01 
 4.839777287928e-01  1.100715086573e+00  1.962216334766e+00  1.689086770404e+00  2.074021795681e+00 -9.733067091081e-01 
 4.977212568007e-01  1.132739838261e+00  1.988804148103e+00  1.716587577676e+00  2.115252379705e+00 -9.825125414437e-01 
 5.110431701928e-01  1.164947372622e+00  2.021740874902e+00  1.749427099122e+00  2.155218119881e+00 -9.902707472590e-01 
 5.239685688935e-01  1.194514341882e+00  2.053142641299e+00  1.780641291627e+00  2.193994315983e+00 -9.994799741002e-01 
 5.365203760603e-01  1.224662528841e+00  2.081925208207e+00  1.809593379569e+00  2.231649737483e+00 -1.006987208642e+00 
 5.487195827324e-01  1.258996253249e+00  2.115252328977e+00  1.843045810535e+00  2.268247357500e+00 -1.009251104251e+00 
 5.605854590454e-01  1.291035674768e+00  2.149614694837e+00  1.877083256651e+00  2.303844986438e+00 -1.012809311670e+00 
 5.721357373509e-01  1.318272080212e+00  2.178713285037e+00  1.905903766217e+00  2.338495821355e+00 -1.020223741143e+00 
 5.833867716091e-01  1.348110068480e+00  2.210840429828e+00  1.937668314399e+00  2.372248924130e+00 -1.024138855650e+00 
 5.943536766501e-01  1.378670385208e+00  2.244062395099e+00  1.970509589930e+00  2.405149639253e+00 -1.026479254045e+00 
 6.050504502805e-01  1.406455016303e+00  2.270623433867e+00  1.997255289820e+00  2.437239960144e+00 -1.030784943840e+00 
 6.154900807098e-01  1.434967888428e+00  2.297225321016e+00  2.024095530553e+00  2.468558851432e+00 -1.033590963004e+00 
 6.256846413658e-01  1.463295609962e+00  2.325514924487e+00  2.052386095389e+00  2.499142533400e+00 -1.035846923438e+00 
 6.356453748339e-01  1.491081413423e+00  2.355433808903e+00  2.082048958148e+00  2.529024733804e+00 -1.037943320381e+00 
 6.453827673838e-01  1.521595683110e+00  2.385445537026e+00  2.112185919690e+00  2.558236911454e+00 -1.036641228344e+00 
 6.549066153235e-01  1.550289516985e+00  2.412366479307e+00  2.139328001151e+00  2.586808455273e+00 -1.036518938288e+00 
 6.642260842321e-01  1.576571684065e+00  2.438070982447e+00  2.165081026826e+00  2.614766861999e+00 -1.038195177933e+00 
 6.733497619694e-01  1.607186857425e+00  2.468650898061e+00  2.195664461151e+00  2.642137895210e+00 -1.034951037785e+00 
