#                r          N_{at}(r)               M(r)          N_{el}(r)          Volume(r)     Density{at}(r)
9.515075376884e+00 3.229350000000e+02 2.304025000000e+03 1.231735000000e+03 3.608488357702e+03 8.949315280752e-02
9.613065326633e+00 3.328200000000e+02 2.374589655000e+03 1.269440000000e+03 3.721125266231e+03 8.944068693959e-02
9.711055276382e+00 3.427550000000e+02 2.444930245000e+03 1.307070000000e+03 3.836082051034e+03 8.935027860198e-02
9.809045226131e+00 3.531000000000e+02 2.516379885000e+03 1.345430000000e+03 3.953382359569e+03 8.931592441225e-02
9.907035175879e+00 3.631850000000e+02 2.586534150000e+03 1.383060000000e+03 4.073049839294e+03 8.916782615726e-02
1.000502512563e+01 3.736700000000e+02 2.663047220000e+03 1.423830000000e+03 4.195108137666e+03 8.907279329583e-02
1.010301507538e+01 3.840800000000e+02 2.737944330000e+03 1.463805000000e+03 4.319580902145e+03 8.891603345345e-02
1.020100502513e+01 3.949400000000e+02 2.815591365000e+03 1.505275000000e+03 4.446491780188e+03 8.882058474947e-02
1.029899497487e+01 4.062000000000e+02 2.895532220000e+03 1.548025000000e+03 4.575864419253e+03 8.877011265695e-02
1.039698492462e+01 4.178650000000e+02 2.981086690000e+03 1.593610000000e+03 4.707722466798e+03 8.876160456507e-02
1.049497487437e+01 4.290050000000e+02 3.063356745000e+03 1.637375000000e+03 4.842089570282e+03 8.859914583840e-02
1.059296482412e+01 4.410650000000e+02 3.148726745000e+03 1.683030000000e+03 4.978989377162e+03 8.858524623955e-02
1.069095477387e+01 4.527550000000e+02 3.234475315000e+03 1.728685000000e+03 5.118445534897e+03 8.845556661943e-02
1.078894472362e+01 4.646100000000e+02 3.318952305000e+03 1.773790000000e+03 5.260481690944e+03 8.832080925209e-02
1.088693467337e+01 4.774250000000e+02 3.412369265000e+03 1.823545000000e+03 5.405121492763e+03 8.832826433953e-02
1.098492462312e+01 4.895200000000e+02 3.500552330000e+03 1.870560000000e+03 5.552388587810e+03 8.816385817713e-02
1.108291457286e+01 5.020650000000e+02 3.589397265000e+03 1.918095000000e+03 5.702306623544e+03 8.804594932287e-02
1.118090452261e+01 5.155300000000e+02 3.687831300000e+03 1.970535000000e+03 5.854899247423e+03 8.805104549440e-02
1.127889447236e+01 5.289850000000e+02 3.785601345000e+03 2.022670000000e+03 6.010190106906e+03 8.801468682200e-02
1.137688442211e+01 5.423750000000e+02 3.878562805000e+03 2.072505000000e+03 6.168202849450e+03 8.793079819812e-02
1.147487437186e+01 5.566050000000e+02 3.979737500000e+03 2.126620000000e+03 6.328961122513e+03 8.794571324196e-02
1.157286432161e+01 5.704850000000e+02 4.077888695000e+03 2.179120000000e+03 6.492488573553e+03 8.786846423170e-02
1.167085427136e+01 5.847500000000e+02 4.180353125000e+03 2.233815000000e+03 6.658808850029e+03 8.781600631131e-02
1.176884422111e+01 5.988050000000e+02 4.281989400000e+03 2.288080000000e+03 6.827945599399e+03 8.769914629266e-02
1.186683417085e+01 6.128500000000e+02 4.381821710000e+03 2.341440000000e+03 6.999922469121e+03 8.755096970052e-02
1.196482412060e+01 6.277200000000e+02 4.487808415000e+03 2.398090000000e+03 7.174763106652e+03 8.748999662693e-02
1.206281407035e+01 6.430100000000e+02 4.599492910000e+03 2.457610000000e+03 7.352491159452e+03 8.745471243082e-02
1.216080402010e+01 6.581000000000e+02 4.708292555000e+03 2.515660000000e+03 7.533130274977e+03 8.736076185833e-02
1.225879396985e+01 6.731750000000e+02 4.816922765000e+03 2.573660000000e+03 7.716704100686e+03 8.723607789239e-02
1.235678391960e+01 6.889250000000e+02 4.932655315000e+03 2.635285000000e+03 7.903236284038e+03 8.716998647648e-02
1.245477386935e+01 7.041950000000e+02 5.040510210000e+03 2.693000000000e+03 8.092750472490e+03 8.701553351902e-02
1.255276381910e+01 7.198200000000e+02 5.154325760000e+03 2.753645000000e+03 8.285270313501e+03 8.687948283680e-02
1.265075376884e+01 7.358050000000e+02 5.273127065000e+03 2.816770000000e+03 8.480819454528e+03 8.676107349593e-02
1.274874371859e+01 7.520950000000e+02 5.389432355000e+03 2.878890000000e+03 8.679421543029e+03 8.665266415180e-02
1.284673366834e+01 7.686050000000e+02 5.510585320000e+03 2.943385000000e+03 8.881100226464e+03 8.654389438256e-02
1.294472361809e+01 7.855100000000e+02 5.630232030000e+03 3.007400000000e+03 9.085879152289e+03 8.645393437817e-02
1.304271356784e+01 8.026700000000e+02 5.751730525000e+03 3.072445000000e+03 9.293781967963e+03 8.636634717351e-02
1.314070351759e+01 8.198600000000e+02 5.873472595000e+03 3.137570000000e+03 9.504832320944e+03 8.625717659358e-02
1.323869346734e+01 8.375050000000e+02 5.998393195000e+03 3.204420000000e+03 9.719053858690e+03 8.617145374199e-02
1.333668341709e+01 8.548850000000e+02 6.123590085000e+03 3.271265000000e+03 9.936470228659e+03 8.603507888891e-02
1.343467336683e+01 8.731700000000e+02 6.258004995000e+03 3.342875000000e+03 1.015710507831e+04 8.596642382529e-02
1.353266331658e+01 8.911600000000e+02 6.388799830000e+03 3.412595000000e+03 1.038098205510e+04 8.584544268258e-02
1.363065326633e+01 9.093950000000e+02 6.521346730000e+03 3.483240000000e+03 1.060812480649e+04 8.572627270033e-02
1.372864321608e+01 9.276450000000e+02 6.648015365000e+03 3.551195000000e+03 1.083855697993e+04 8.558750041336e-02
1.382663316583e+01 9.462250000000e+02 6.784874990000e+03 3.624020000000e+03 1.107230222289e+04 8.545874028295e-02
1.392462311558e+01 9.650200000000e+02 6.922392645000e+03 3.697265000000e+03 1.130938418282e+04 8.532913767899e-02
1.402261306533e+01 9.838900000000e+02 7.058370315000e+03 3.769815000000e+03 1.154982650717e+04 8.518656097465e-02
1.412060301508e+01 1.003590000000e+03 7.200253735000e+03 3.845535000000e+03 1.179365284342e+04 8.509577255871e-02
1.421859296482e+01 1.023370000000e+03 7.341333550000e+03 3.920905000000e+03 1.204088683901e+04 8.499124804365e-02
1.431658291457e+01 1.042295000000e+03 7.478519090000e+03 3.994055000000e+03 1.229155214141e+04 8.479767144205e-02
1.441457286432e+01 1.062115000000e+03 7.622264320000e+03 4.070730000000e+03 1.254567239807e+04 8.465987045570e-02
1.451256281407e+01 1.082135000000e+03 7.762275105000e+03 4.145760000000e+03 1.280327125645e+04 8.452019630961e-02
1.461055276382e+01 1.102055000000e+03 7.907809045000e+03 4.223230000000e+03 1.306437236400e+04 8.435575543120e-02
1.470854271357e+01 1.122505000000e+03 8.052643360000e+03 4.300735000000e+03 1.332899936820e+04 8.421524894647e-02
1.480653266332e+01 1.143400000000e+03 8.200701160000e+03 4.379910000000e+03 1.359717591649e+04 8.409099117514e-02
1.490452261307e+01 1.164105000000e+03 8.348834595000e+03 4.459040000000e+03 1.386892565633e+04 8.393620593597e-02
1.500251256281e+01 1.185520000000e+03 8.501707195000e+03 4.540745000000e+03 1.414427223518e+04 8.381626005836e-02
1.510050251256e+01 1.206570000000e+03 8.654322335000e+03 4.622175000000e+03 1.442323930050e+04 8.365457820271e-02
1.519849246231e+01 1.228330000000e+03 8.815987140000e+03 4.708065000000e+03 1.470585049975e+04 8.352662092010e-02
1.529648241206e+01 1.249345000000e+03 8.969444820000e+03 4.789815000000e+03 1.499212948038e+04 8.333339180635e-02
1.539447236181e+01 1.271590000000e+03 9.135063365000e+03 4.877895000000e+03 1.528209988986e+04 8.320780580973e-02
1.549246231156e+01 1.293560000000e+03 9.292465685000e+03 4.961995000000e+03 1.557578537563e+04 8.304942375642e-02
1.559045226131e+01 1.315020000000e+03 9.447689310000e+03 5.044790000000e+03 1.587320958517e+04 8.284524896771e-02
1.568844221106e+01 1.336830000000e+03 9.606604385000e+03 5.129440000000e+03 1.617439616592e+04 8.265099891744e-02
1.578643216080e+01 1.359320000000e+03 9.768414620000e+03 5.215800000000e+03 1.647936876535e+04 8.248616918251e-02
1.588442211055e+01 1.382585000000e+03 9.931807575000e+03 5.303315000000e+03 1.678815103092e+04 8.235481069081e-02
1.598241206030e+01 1.405580000000e+03 1.009587397500e+04 5.390990000000e+03 1.710076661007e+04 8.219397598071e-02
1.608040201005e+01 1.428880000000e+03 1.026396014500e+04 5.480655000000e+03 1.741723915028e+04 8.203826035065e-02
1.617839195980e+01 1.452440000000e+03 1.043591377000e+04 5.572255000000e+03 1.773759229899e+04 8.188484522122e-02
1.627638190955e+01 1.476140000000e+03 1.060211034500e+04 5.661325000000e+03 1.806184970367e+04 8.172695622088e-02
1.637437185930e+01 1.499745000000e+03 1.077113022500e+04 5.751575000000e+03 1.839003501177e+04 8.155204702111e-02
1.647236180905e+01 1.523765000000e+03 1.094579442000e+04 5.844670000000e+03 1.872217187076e+04 8.138826042826e-02
1.657035175879e+01 1.547900000000e+03 1.111465308000e+04 5.935175000000e+03 1.905828392808e+04 8.121927482248e-02
1.666834170854e+01 1.571815000000e+03 1.128503934500e+04 6.026225000000e+03 1.939839483121e+04 8.102809607067e-02
1.676633165829e+01 1.596640000000e+03 1.146252879500e+04 6.121040000000e+03 1.974252822759e+04 8.087312737225e-02
1.686432160804e+01 1.620800000000e+03 1.162901370000e+04 6.210470000000e+03 2.009070776468e+04 8.067411158352e-02
1.696231155779e+01 1.645605000000e+03 1.180899055500e+04 6.306470000000e+03 2.044295708995e+04 8.049740518258e-02
1.706030150754e+01 1.670660000000e+03 1.198973093000e+04 6.402950000000e+03 2.079929985085e+04 8.032289605804e-02
1.715829145729e+01 1.696230000000e+03 1.217320288000e+04 6.500960000000e+03 2.115975969484e+04 8.016300867603e-02
1.725628140704e+01 1.721480000000e+03 1.235580037000e+04 6.598375000000e+03 2.152436026937e+04 7.997821902514e-02
1.735427135678e+01 1.747460000000e+03 1.254382143500e+04 6.698685000000e+03 2.189312522191e+04 7.981775019726e-02
1.745226130653e+01 1.772310000000e+03 1.272525582500e+04 6.795345000000e+03 2.226607819992e+04 7.959686407670e-02
1.755025125628e+01 1.798500000000e+03 1.291316950000e+04 6.895710000000e+03 2.264324285084e+04 7.942766907759e-02
1.764824120603e+01 1.823980000000e+03 1.309616964000e+04 6.993465000000e+03 2.302464282214e+04 7.921860130858e-02
1.774623115578e+01 1.849875000000e+03 1.328149603500e+04 7.092505000000e+03 2.341030176129e+04 7.901969905656e-02
1.784422110553e+01 1.875665000000e+03 1.346752455000e+04 7.191805000000e+03 2.380024331572e+04 7.880864809315e-02
1.794221105528e+01 1.901760000000e+03 1.365992127500e+04 7.294215000000e+03 2.419449113291e+04 7.860301708983e-02
1.804020100503e+01 1.928415000000e+03 1.384949304000e+04 7.395595000000e+03 2.459306886031e+04 7.841294679217e-02
1.813819095477e+01 1.955560000000e+03 1.404423267000e+04 7.499550000000e+03 2.499600014539e+04 7.823491713177e-02
1.823618090452e+01 1.981895000000e+03 1.423076839000e+04 7.599355000000e+03 2.540330863559e+04 7.801719958729e-02
1.833417085427e+01 2.009040000000e+03 1.442612379500e+04 7.703670000000e+03 2.581501797837e+04 7.782446642815e-02
1.843216080402e+01 2.036510000000e+03 1.462080229500e+04 7.807790000000e+03 2.623115182120e+04 7.763707876350e-02
1.853015075377e+01 2.063965000000e+03 1.481916665500e+04 7.913570000000e+03 2.665173381153e+04 7.744205366132e-02
1.862814070352e+01 2.090585000000e+03 1.501421753500e+04 8.017415000000e+03 2.707678759683e+04 7.720949143336e-02
1.872613065327e+01 2.117795000000e+03 1.521490120500e+04 8.124180000000e+03 2.750633682454e+04 7.699298578031e-02
1.882412060302e+01 2.145170000000e+03 1.541590668000e+04 8.231135000000e+03 2.794040514213e+04 7.677662471564e-02
1.892211055276e+01 2.172840000000e+03 1.561024176500e+04 8.335230000000e+03 2.837901619705e+04 7.656502201884e-02
1.902010050251e+01 2.200280000000e+03 1.580931069000e+04 8.441400000000e+03 2.882219363676e+04 7.633978272887e-02
1.911809045226e+01 2.228165000000e+03 1.601126167500e+04 8.549095000000e+03 2.926996110873e+04 7.612463138311e-02
1.921608040201e+01 2.256325000000e+03 1.621502986000e+04 8.657765000000e+03 2.972234226040e+04 7.591343172863e-02
1.931407035176e+01 2.284160000000e+03 1.641554492000e+04 8.764790000000e+03 3.017936073924e+04 7.568616246499e-02
1.941206030151e+01 2.312860000000e+03 1.662684234000e+04 8.877260000000e+03 3.064104019271e+04 7.548242440380e-02
1.951005025126e+01 2.340680000000e+03 1.683111571500e+04 8.985930000000e+03 3.110740426826e+04 7.524510820044e-02
1.960804020101e+01 2.369590000000e+03 1.703927083000e+04 9.097025000000e+03 3.157847661335e+04 7.503813527845e-02
1.970603015075e+01 2.398325000000e+03 1.724797479000e+04 9.208315000000e+03 3.205428087544e+04 7.482073952367e-02
1.980402010050e+01 2.426935000000e+03 1.745623434500e+04 9.319345000000e+03 3.253484070199e+04 7.459495567321e-02
1.990201005025e+01 2.455555000000e+03 1.766095660000e+04 9.428690000000e+03 3.302017974045e+04 7.436528266355e-02
2.000000000000e+01 2.485210000000e+03 1.787643307500e+04 9.543580000000e+03 3.351032163829e+04 7.416252302276e-02
