7.842910667333e-01 1.944532020992e+00 2.805014757495e+00 2.532136247743e+00
7.912285416291e-01 1.964660260021e+00 2.825379423732e+00 2.552479615938e+00
7.980569365984e-01 1.985201858365e+00 2.845765378884e+00 2.572871602200e+00
8.047796288001e-01 2.003869644669e+00 2.864094611360e+00 2.591231611252e+00
8.113998409437e-01 2.024239306069e+00 2.883053022455e+00 2.610377992920e+00
8.179206505662e-01 2.044128004605e+00 2.902259500979e+00 2.629679674822e+00
8.243449986223e-01 2.062901477338e+00 2.920179094578e+00 2.647705636659e+00
8.306756974491e-01 2.081671287291e+00 2.939216626155e+00 2.666691102250e+00
8.369154381581e-01 2.101334573220e+00 2.958404493224e+00 2.685952118985e+00
8.430667975042e-01 2.119915410258e+00 2.976171716589e+00 2.703819949611e+00
8.491322442741e-01 2.137401589951e+00 2.993822477165e+00 2.721456112640e+00
8.551141452358e-01 2.156049152396e+00 3.012517913554e+00 2.740129687234e+00
8.610147706828e-01 2.172340173625e+00 3.027846704538e+00 2.755569980629e+00
8.668362996079e-01 2.189588559256e+00 3.045597761121e+00 2.773248727648e+00
8.725808245333e-01 2.206083434434e+00 3.062331371018e+00 2.789968302089e+00
8.782503560269e-01 2.222222082361e+00 3.079172326633e+00 2.806712336888e+00
8.838468269263e-01 2.237807552216e+00 3.094237624734e+00 2.821860563282e+00
8.893720962956e-01 2.252233902206e+00 3.107976990543e+00 2.835700081486e+00
8.948279531316e-01 2.267758216651e+00 3.123378899123e+00 2.851120698374e+00
9.002161198421e-01 2.282825959154e+00 3.138895828219e+00 2.866567914934e+00
9.055382555096e-01 2.297782389363e+00 3.152783177959e+00 2.880622117642e+00
9.107959589585e-01 2.312917481116e+00 3.167350390095e+00 2.895265044293e+00
9.159907716380e-01 2.327410024850e+00 3.181653416762e+00 2.909585444743e+00
9.211241803349e-01 2.342679233587e+00 3.196479727079e+00 2.924460204407e+00
9.261976197283e-01 2.357258115895e+00 3.210735769175e+00 2.938762321950e+00
9.312124747963e-01 2.371658839715e+00 3.225542547657e+00 2.953508414237e+00
9.361700830855e-01 2.385758160743e+00 3.239384071953e+00 2.967379467224e+00
9.410717368524e-01 2.399492006496e+00 3.252328189354e+00 2.980421548121e+00
9.459186850856e-01 2.413861133357e+00 3.266416152678e+00 2.994543701127e+00
9.507121354156e-01 2.428013239385e+00 3.280867647741e+00 3.008955551705e+00
