3.660482427949e-02 1.702617153950e-01 1.033324218262e+00 7.600453279658e-01
7.405892656032e-02 2.999429000228e-01 1.148828842345e+00 8.767949762007e-01
1.085378280610e-01 3.344537511509e-01 1.213472864298e+00 9.375178920173e-01
1.404796174207e-01 3.617278360176e-01 1.259106038968e+00 9.806849743633e-01
1.702322227133e-01 4.022613824547e-01 1.322256208196e+00 1.040800061257e+00
1.980765716635e-01 4.668676203541e-01 1.411722544146e+00 1.126780577012e+00
2.242427618429e-01 4.800069429572e-01 1.419077354742e+00 1.134814370320e+00
2.489216289782e-01 5.105450102066e-01 1.422731298989e+00 1.141763230276e+00
2.722732006745e-01 5.415792439466e-01 1.442505637821e+00 1.163459551770e+00
2.944329906107e-01 5.520595341879e-01 1.452587759444e+00 1.173623257698e+00
3.155167631386e-01 5.888317255942e-01 1.479862177973e+00 1.202079441007e+00
