7.842910667333e-01 1.937868796564e+00 2.800722840205e+00 2.527475228412e+00
7.912285416291e-01 1.958205406535e+00 2.820355432617e+00 2.547189921262e+00
7.980569365984e-01 1.978728177138e+00 2.841510924582e+00 2.568236935706e+00
8.047796288001e-01 1.998193927703e+00 2.860412983287e+00 2.587244998830e+00
8.113998409437e-01 2.018575683467e+00 2.880330245086e+00 2.607213681457e+00
8.179206505662e-01 2.037745129270e+00 2.898821576589e+00 2.625801014627e+00
8.243449986223e-01 2.056828652638e+00 2.917119792997e+00 2.644192320971e+00
8.306756974491e-01 2.074670188924e+00 2.934698614866e+00 2.661779568138e+00
8.369154381581e-01 2.093246531104e+00 2.953100085196e+00 2.680190422131e+00
8.430667975042e-01 2.111699277574e+00 2.970068124573e+00 2.697364493706e+00
8.491322442741e-01 2.129673783055e+00 2.987353712903e+00 2.714748760725e+00
8.551141452358e-01 2.146624088824e+00 3.004195005805e+00 2.731612936749e+00
8.610147706828e-01 2.163042046914e+00 3.020418580461e+00 2.747854422790e+00
8.668362996079e-01 2.180082845178e+00 3.037090379367e+00 2.764590793986e+00
8.725808245333e-01 2.197983132975e+00 3.055835321514e+00 2.783238771571e+00
8.782503560269e-01 2.213982349594e+00 3.071440591388e+00 2.798902587434e+00
8.838468269263e-01 2.230946797204e+00 3.087969569548e+00 2.815484770134e+00
8.893720962956e-01 2.246252312299e+00 3.102439405330e+00 2.830075166430e+00
8.948279531316e-01 2.261607787678e+00 3.117369164989e+00 2.845057710797e+00
9.002161198421e-01 2.277884142240e+00 3.133503558235e+00 2.861223662668e+00
9.055382555096e-01 2.293539330732e+00 3.149157276732e+00 2.876898779208e+00
9.107959589585e-01 2.308724443465e+00 3.164554306821e+00 2.892261606916e+00
9.159907716380e-01 2.323561463463e+00 3.178538964869e+00 2.906353900337e+00
9.211241803349e-01 2.338336946561e+00 3.192766154743e+00 2.920655428520e+00
9.261976197283e-01 2.353040607811e+00 3.206973145675e+00 2.934919916312e+00
9.312124747963e-01 2.367523641869e+00 3.221804534885e+00 2.949687567194e+00
9.361700830855e-01 2.381827785906e+00 3.236237946097e+00 2.964092198859e+00
9.410717368524e-01 2.396024896609e+00 3.250189374631e+00 2.978075469817e+00
9.459186850856e-01 2.410541047894e+00 3.264689444054e+00 2.992584443093e+00
9.507121354156e-01 2.424497785833e+00 3.277724347812e+00 3.005753043189e+00
9.554532559216e-01 2.439332693830e+00 3.292134222476e+00 3.020222435406e+00
9.601431768392e-01 2.452805753686e+00 3.305414262343e+00 3.033530305413e+00
9.647829921784e-01 2.465992220784e+00 3.318516045105e+00 3.046649266659e+00
9.693737612549e-01 2.479755209304e+00 3.332262120761e+00 3.060406954480e+00
9.739165101421e-01 2.493688033716e+00 3.346006928893e+00 3.074174394896e+00
9.784122330471e-01 2.506606491226e+00 3.359106286518e+00 3.087245315270e+00
9.828618936176e-01 2.519394795381e+00 3.372063770009e+00 3.100179206596e+00
9.872664261807e-01 2.531772605161e+00 3.385068269630e+00 3.113095651290e+00
9.916267369210e-01 2.545115291645e+00 3.398369893302e+00 3.126392814780e+00
9.959437049995e-01 2.558192389240e+00 3.411725331884e+00 3.139718556602e+00
1.000218183618e+00 2.570875538103e+00 3.424186711007e+00 3.152199641382e+00
1.004451001029e+00 2.583249797738e+00 3.436489483343e+00 3.164503048108e+00
1.008642961504e+00 2.595573373890e+00 3.449102378876e+00 3.177075990282e+00
1.012794846243e+00 2.607771246017e+00 3.461280494950e+00 3.189258646913e+00
1.016907414256e+00 2.619833922566e+00 3.473554319902e+00 3.201492713214e+00
1.020981403191e+00 2.631707512663e+00 3.485221550525e+00 3.213188258848e+00
1.025017530131e+00 2.644409044621e+00 3.498032972296e+00 3.225978303480e+00
1.029016492347e+00 2.656045469901e+00 3.509802599691e+00 3.237725912602e+00
1.032978968027e+00 2.667667712106e+00 3.521636084926e+00 3.249522428106e+00
1.036905616961e+00 2.679627735117e+00 3.533552817756e+00 3.261447256068e+00
1.040797081204e+00 2.690820483213e+00 3.544791736291e+00 3.272679195690e+00
1.044653985705e+00 2.702042600304e+00 3.556272289710e+00 3.284123799177e+00
1.048476938907e+00 2.713007258186e+00 3.567235386275e+00 3.295080857834e+00
1.052266533328e+00 2.724042271076e+00 3.578877130714e+00 3.306640512826e+00
1.056023346107e+00 2.734747839108e+00 3.589626058723e+00 3.317380036674e+00
1.059747939533e+00 2.745601717794e+00 3.600440711394e+00 3.328200139536e+00
1.063440861555e+00 2.756244229818e+00 3.611160952681e+00 3.338908482392e+00
